amenity,lat,lon,name,tags,timestamp
atm;bank,49.1855467,-122.7987909,GVC Credit Union,"{'opening_hours': '24/7', 'alt_name': 'Grater Vancouver Community Credit Union'}",2019-02-24T04:50:22.000-08:00
